en,vi
Results: The mean age was 48.8 ± 14.0 (17 - 79) years.,"Kết quả: Tuổi trung bình 48,8 ± 14,0 (17 - 79) tuổi."
Male / female ratio was 17.0.,"Tỷ lệ nam / nữ là 17,0."
Four patients (5.6%) with history of abdominal surgery were successfully treated by pure SPLS.,"4 bệnh nhân (5,6%) có vết mổ cũ thành bụng đều được PTNSMC thành công."
"Patients were classified as ASA 1, ASA 2 and ASA 3 in 86.1%, 12.5%, and 1.4% of cases, respectively.","Chỉ số ASA 1 chiếm 86,1%, ASA 2 chiếm 12,5%, ASA 3 chiếm 1,4%."
"Using Boey scoring system, there were 86.1% and 12.5% of cases classified as Boey 0 and Boey 1 while there were no Boey 2 and 3 cases.","Chỉ số Boey 0 chiếm 86,1%, Boey 1 chiếm 13,9%, không có Boey 2 và 3."
The average size of perforation was 4.1 ± 2.6 (1.5 - 22) mm.,"Kích thước lỗ thủng trung bình 4,1 ± 2,6 (1,5-22) mm."
"Materials and method: Pharmaceuticals possessing same manufacture batch and date expire longer than experimental period preserved at Thuan An coastal area, Nam Dong mountainous region, flat country of Hue Province and Hue Drug Quality Control Centre, Vietnam. The change of temperature and humidity at drug stored pharmacies was recorded contineuosly.","Nguyên vật liệu và phương pháp nghiên cứu: Các mẫu thuốc nghiên cứu có cùng lô SX và hạn dùng dài hơn thời gian khảo sát được đặt tại các quầy thuốc Nam Đông, Thuận An, thành phố Huế và mẫu đối chứng được bảo quản tại TTKN TT-Huế với sự theo dõi điều kiện nhiệt độ và độ ẩm môi trường trong suốt 12 tháng bảo quản thuốc."
"Results: The decrease of drug quality happened earliest and strongest at Than An, then Nam Dong, sustained a severe elimate condition yearly.","Kết quả: Sự suy giảm chất lượng thuốc diễn ra sớm và mạnh nhất ở Thuận An, tiếp theo là Nam Đông, là những nơi phải chịu đựng một điều kiện khí hậu khắc nghiệt hàng năm."
"Especially, effect of humidity element on the drug decomposition was serious than temperature.","Đặc biệt, sự ảnh hưởng của yếu tố độ ẩm tác động lên sự phân huỷ thuốc mạnh hơn so với nhiệt độ."
"The decrease of drug quality was also happened at Hue city but in gentle degree, while all drugs were still in good quality under the standard store condition at Drug Quality Control Centre (25oC, 60%).","Sự suy giảm chất lượng thuốc cũng diễn ra ở thành phố nhưng ở mức độ nhẹ hơn, trong khi tất cả các thuốc vẫn giữ được chất lượng tốt trong điều kiện bảo quản chuẩn tại Trung tâm kiểm nghiệm Huế (nhiệt độ 25oC, độ ẩm 60%)."
"Materials and method: 82 patients, the mean age: 62, 24 ± 2, 30 years old, was diagnosed with essential hypertension is based on the criteria and classified of WHO / ISH (2004), blood pressure measurement, ECG, quantitative serum uric acid concentration, serum lipid profile, renal function.","Đối tượng và phương pháp nghiên cứu: 82 bệnh nhân, tuổi trung bình 62,24 ± 2,30, được chẩn đoán THA nguyên phát dựa vào tiêu chuẩn và phân độ theo WHO / ISH (2004) được thăm khám, đo HA, điện tâm đồ, định lượng nồng độ acid uric huyết thanh, các thông số lipid, chức năng thận."
"Results: The results showed that serum uric acid concentration in hypertensives was 382, 2 ± 24, 5 m mol / l which is 404, 7 ± 27, 3 m mol / l in men, and emales 330, 8 ± 48, 0 m mol / l in women.","Kết quả: Nồng độ acid uric huyết thanh ở bệnh nhân THA là 382,2 ± 24,5 mmol / l trong đó nam giới là 404,7 ± 27,3 mmol / l, nữ giới là 330,8 ± 48,0 mmol / l."
"There were significant correlation between blood levels of uric acid with hypertensive levels (r = 0, 23, n = 82, p <0, 05) with time detection of hypertension (r = 0, 21, n = 82; p <0, 05), with renal function (r = 0, 35, n = 82, p <0, 01), with body mass index (r = 0, 42, n = 82, p <0.001), with triglyceride and cholesterol (r=0, 51 and 0, 38, respectively) also reverse correlated with HDL - cholesterol (r = - 0.47, p <0, 001).","Tương quan thuận giữa nồng độ acid uric và mức độ THA (r = 0,23; n = 82, p < 0,05), với thời gian phát hiện tăng huyết áp (r = 0,21; n = 82; p < 0,05), với chức năng thận (r = 0,35; n = 82; p < 0,01), với chỉ số khối cơ thể (r = 0,42; n = 82; p < 0,001), với triglycerid và cholesterol (r tương ứng là 0,51 và 0,38) còn tương quan nghịch với HDL – cholesterol (r= - 0,47; p < 0,001)."
Conclusion: The concentration of serum uric acid closely related with hypertensive levels and a number of factors involved in hypertensive patients.,Kết luận: Nồng độ acid uric huyết thanh liên quan chặt chẽ mức độ tăng huyết áp và một số yếu tố liên quan trên bệnh nhân tăng huyết áp.
"Key words: serum uric acid concentration, essential hypertension.","Từ khoá: nồng độ acid uric huyết thanh, bệnh tăng huyết áp"
Clinical data were obtained and a blood sample taken to measure autoantibodies glutamic acid decarboxylase antibodies (GADAb).,Dữ liệu lâm sàng đã ghi nhận và một mẫu máu được được lấy để đo tự kháng thể chống lại glutamic acid decarboxylase (GADAb).
Results: There were 30 patients who were diagnosed LADA in 156 non overweight and obesity diabetic case.,Kết quả: Có 30 bệnh nhân được chẩn đoán đái tháo đường týp LADA ở 156 bệnh nhânđái tháo đường không thừa cân và béo phì.
"LADA patients have certain clinical characteristics such as earlier age of onset, lower BMI, tablets response time is shorter, insulin dependency rate is higher than the group of type 2 diabetes.","Các bệnh nhân đái tháo đường týp LADA có một số đặc điểm lâm sàng như tuổi khởi phát sớm, BMI thấp hơn, thời gian đáp ứng thuốc viên ngắn hơn, tỉ lệ phụ thuộc insulin cao hơn nhóm đái tháo đường týp 2."
"Conclusion: In clinical practice we may use characteristics such lean diabetes, short-term Oral Hypoglycemic Agent Responsiveness, as a criterion for screening high-risk subjects for anti-GAD antibody testing, to diagnose Latent-onset type-2 diabetes mellitus (LADA) in patients with type 2 diabetes mellitus.","Kết luận: Trong thực hành lâm sàng có thể xem các đặc điểm như đái tháo đường ở người gầy, thời gian đáp ứng thuốc viên ngắn làm tiêu chí sàng lọc đối tượng nguy cơ cao làm xét nghiệm kháng thể kháng GAD, để chẩn đoán sớm đái tháo đường týp LADA trong số các bệnh nhân đái tháo đường týp 2."
Key words: Latent-onset type-2 diabetes mellitus (LADA),"Từ khoá: Đái tháo đường tự miễn khởi phát muộn ở người lớn, đái tháo đường týp LADA"
HCO3 - correlated with Glasgow (r=0.323; p<0.01) and NIHSS (r=-0.274; p<0.05).,"HCO 3 - có tương quan với Glasgow (r = 0,323; p < 0,01) và NIHSS (r = - 0,274; p < 0,05)."
"At the time of 24 hours, there was a negative correlation between PO2 (r=-0.375, p=0.001) and SaO2 (r =-0.39, p<0.01) with NIHSS.","Tại thời điểm 24h, có tương quan nghịch giữa PO2 (r = - 0,375, p = 0,001) và SaO2 (r = - 0,309, p < 0,01) với NIHSS."
There was a negative correlation between PO2 (r=-0.435) and SaO2 (r=-0.457) with damage volume (p <0.0001).,"Tương quan nghịch giữa PO2 (r = - 0,435) và SaO2 (r = - 0,457) với kích thước tổn thương (p < 0,0001)."
"At the time of 48 hours, there was a negative correlation between PCO2, PO2 and SaO2 with NIHSS (r=-0.312, p<0.01, r=-0.35, p=0.01 and r=-0.0270, p<0.05).","Tại thời điểm 48h, có tương quan nghịch giữa PCO2, PO2 và SaO2 với NIHSS (r = - 0,312, p < 0,01; r = - 0,305, p = 0,01 và r = - 0,270, p < 0,05)."
"PCO2 was positively correlated with Glasgow (r = 0.260, p <0.05).","PCO2 có tương quan thuận với Glasgow (r = 0,260, p < 0,05)."
"There was a negative correlation between PO2 (r = - 0.391, p = 0.001) and SaO2 (r = - 0.421, p <0.001) with damage volume.","Có tương quan nghịch giữa PO2 (r = - 0,391; p = 0,001) và SaO2 (r = - 0,421; p < 0,001) với kích thước tổn thương."
"Conclusions: In stroke patients, disturbances on ABG they are surfered from (acid-base disorders, hypoxemia) affect directly or indirectly on brain cells.","Kết luận: KMĐM ở bệnh nhân TBMMN cho thấy các rối loạn mà bệnh nhân đang mắc phải (toan, kiềm, giảm oxy...). Các rối loạn này ảnh hưởng trực tiếp hoặc gián tiếp lên tế bào não."
Secondary brain damages could be well prevented if these disturbances is diagnosed and treated promptly.,Tổn thương não thứ phát có thể được ngăn ngừa nếu các rối loạn đó được phát hiện và điều chỉnh kịp thời.
"Key words: Stroke, arterial blood gas, Glasgow scale score, NIHSS","Từ khoá: Tai biến mạch máu não, khí máu động mạch, thang điểm Glasgow, NIHSS"
"2) To determine the correlation and relevance between arterial blood gas and Glasgow scale score, NIHSS, volume of brain damage on computed tomography imaging.","2) Xác định mối tương quan và liên quan giữa khí máu động mạch với thang điểm Glasgow, NIHSS, và thể tích tổn thương não trên hình ảnh chụp não cắt lớp vi tính."
"Results: Reduced rates of PCO2, PO2, SaO2 at the time of admission were 56.2%, 25%, 18.8% in ischemic stroke and 44.4%, 72.2%, 63% in hemorrhagic stroke.","Kết quả: Tỉ lệ giảm của PCO2, PO2 và SaO2 tại thời điểm vào khoa ở thể nhồi máu não là 56,2%, 25% và 18,8%; ở thể xuất huyết não là 44,4%, 72,2% và 63%."
"At the time of 24 hours, these rates were 75%, 56.2%, 50% in ischemic stroke and 50%, 79.6%, 70.4% in hemorrhagic stroke.","Tại thời điểm 24h ở thể nhồi máu não là 75%, 56,2% và 50%; ở thể xuất huyết não là 50%, 79,6% và 70,4%."
"At the time of 48 hours, these rates were 68.7%, 50%, 18.8% in ischemic stroke and 53.7%, 59.3%, 44.4% in hemorrhagic stroke.","Tại thời điểm 48h ở thể nhồi máu não là 68,7%, 50% và 18,8%; ở thể xuất huyết não là 53,7%, 59,3% và 44,4%."
Respiratory acidosis was only present at hemorrhagic stroke.,Toan hô hấp chỉ có ở thể xuất huyết não.
Respiratory alkalosis was in both stroke style and had the highest proportion.,Kiềm hô hấp ở cả hai thể và chiếm tỉ lệ cao nhất.
"At the time of admission, SaO2 was negatively correlated with damage volume (r= - 0.264, p<0.05).","Tại thời điểm vào khoa, SaO2 có tương quan nghịch với kích thước tổn thương (r = - 0,264, p < 0,05)."
Preoperative assessment of thyroid nodules: role of ultrasound and fine needle aspiration (fna).,Vai trò siêu âm và chọc hút kim nhỏ (fna) trong chẩn đoán trước phẫu thuật bệnh lý u tuyến giáp.
"Background: Each type of thyroid nodules is managed differently, hence preoperative diagnosis plays an important role.",Đặt vấn đề: Mỗi loại u tuyến giáp có xử trí khác nhau nên việc chẩn đoán chính xác là rất quan trọng.
"The rates of colloid nodule, adenoma, and carcinoma w 39%, 23%, 31% respectively.","Tỷ lệ bươu keo tuyên giap 39%, u tuyến tuyến giáp 23%, ung thư 31%."
"Conclusions: In this study, thyroid tumors were more common in females, a common clinical presentation was a lump or protrusion, the adult was the most dominant.","Kết luận: Trong nghiên cứu này u tuyến giáp thường gặp ở nữ, tuổi lao động gặp nhiều nhất. Biểu hiện lâm sàng phần lớn sờ thấy u."
The preoperatively diagnostic value of ultrasound and FNA in thyroid tumors were reliable.,Chẩn đoán trước phẫu thuật của siêu âm và chọc hút tế bào bằng kim nhỏ có nhiều ưu điểm riêng và đáng tin cậy.
"Key words: Thyroid ultrasound, fine needle aspiration (FNA), thyroid nodule, preoperative assessment","Từ khoá: Siêu âm tuyến giáp, chọc hút tế bào bằng kim nhỏ, chẩn đoán trước phẫu thuật, u tuyến giáp"
"To answer the question: ""The role of ultrasound and FNA in preoperative assessment of thyroid nodules"", we conducted this study to evaluate the value of ultrasound and fine-needle aspiration in the diagnosis of thyroid tumors and to describe clinical characteristics of the sample.","”. Nghiên cứu này được thực hiện nhằm trả lời câu hỏi giá trị của siêu âm và FNA trong chẩn đoán trước phẫu thuật bệnh lý u tuyến giáp và đặc điểm lâm sàng, cận lâm sàng của u tuyến giáp trước phẫu thuật."
"Results: Of the 100 cases analyzed, sensitivity, specificity, and accuracy of ultrasound were 80.6%, 79.7%, 80% correspondingly, while these of FNA were 58%, 82.6%, 75% respectively. The sign of microcalcification on ultrasound had Se 71%, Sp 95.7% respectively.","Kết quả: Siêu âm tuyến giáp theo phân loại TIRADS có độ nhạy Se: 80,6%, độ đặc hiệu Sp: 79,7%, độ chính xác Acc: 80%, trong đó đặc điểm vi vôi hoá trên siêu âm có độ nhạy 71%, độ đặc hiệu 95,7%, trong khi chọc hút tế bào bằng kim nhỏ có độ nhạy 58%, độ đặc hiệu 82,6%, độ chính xác 75%."
- Squamous cell carcinoma (88.4%) is most common.,"- Ung thư biểu mô tế bào gai (88,4%) là cao nhất."
Conclusion: ENT cancers in Hue having epidemiologic and clinical features similar to those of other regions in the country.,Kết luận: Ung thư Tai Mũi Họng ở Huế có đặc điểm dịch tễ và lâm sàng tương tự như các vùng miền trong cả nước.
Result of treatment will be better if cancers are diagnosed early and treated properly.,Kết quả điều trị sẽ khả quan hơn nếu được chẩn đoán sớm và điều trị đúng.
Adults (98.1%) are more numerous than children (1.9%).,"Người lớn (98,1%) cao hơn trẻ em (1,9%)."
"- Age range more than 45 years (73.8%), living in rural and mountainous area (70.9%), urban area (29.1%), manual labor profession (48.6%).","- Lứa tuổi trên 45 tuổi chiếm 73,8%, nông thôn và miền núi 70,9% thành thị 29,1%, nghề nghiệp lao động chân tay 48,6%."
"- Hospitalization in the first 6 months of disease (75.8%), diseased time more than 1 year (2.8%).","- Vào viện trong 6 tháng đầu 75,8%, mắc bệnh trên 1 năm 2,8%."
"- Reasons of hospitalization following in order: Pain at tumor area (47.5%), dysphagy (44.7%), laryngeal syndrome (41.8%), headache (37.9%), otologic syndrome (31.1%), nasosinusal syndrome (29.1%), cervical nodes (25.2%)... - Order of ENT cancers: nasopharyngeal cancer (33.0%), laryngeal cancer (24.3%), hypopharyngeal cancer (19.4%), nasosinusal cancer (11.7%), tonsillar cancer (9, 7%), otologic cancer (1.9%).","- Lý do vào viện theo thứ tự: Đau tại vùng có khối u 47,5%, rối loạn nuốt 44,7%, hội chứng thanh quản 41,8%, nhức đầu 37,9%, hội chứng tai 31,1%, hội chứng mũi xoang 29,1%, hạch cổ 25,2%... - Thứ tự ung thư Tai Mũi Họng: Ung thư vòm họng 33,0%, thanh quản 24,3%, hạ họng 19,4%, mũi xoang 11,7%, amiđan 9,7%, tai 1,9%."
- Metastasis to lymphatic nodes of superior carotide group (28.2%) is most frequent.,"- Di căn hạch đến nhóm cảnh trên (28,2%) là nhiều nhất."
"The results showed that: cardiac arrhythmias accounted for 53.33%, in which ventricular premature beats: 88.89%, atrial premature beats: 4.44%, sinus bradycardia: 6.67%, sinus tachycardia: 46.67%, sinus arrest: 11.11%, atrial fibrillation: 55.56%, supraventricular arrhythmias: 2.22%.","Kết quả: Tỷ lệ rối loạn nhịp tim chiếm 53,33% trong đó ngoại tâm thu thất: 88,89%, ngoại tâm thu nhĩ 4,44%, nhịp chậm xoang 6,67%, nhịp nhanh xoang 46,67%, ngưng xoang 11,11%, rung nhĩ 55,56%, nhịp nhanh trên thất 2,22%."
"The more severe mitral stenosis is, the more often heart dysrhythms appear: mitral stenosis severity I, II, III has the rate of heart dysrhythm of 6.67%, 15.56%, 31.10%, respectively.","Mức độ hẹp van hai lá càng nặng, rối loạn nhịp tim càng nhiều: hẹp van hai lá độ I có tỷ lệ rối loạn nhịp tim 6,67%, độ II là 15,56%, độ III là 31,10%."
"There was an inverse correlation between the severity of mitral stenosis and atrial fibrillation (r=-0.410, p<0.05); inverse correlation between the pulmonary artery pressure and degree of mitral stenosis (r=0, 7361, p<0, 05).","Có sự tương quan nghịch giữa mức độ hẹp van hai lá với rung nhĩ (r= -0,410, p < 0,05), tương quan nghịch giữa áp lực động mạch phổi với mức độ hẹp van hai lá (r= 0,7361, p < 0,05)."
"There was a proportional correlation between the pulmonary hypertension and atrial fibrillation (r=0.43, p<0.05).","Tương quan thuận giữa tăng áp phổi và rung nhĩ (r= 0,43, p < 0,05)."
"Conclusion: ECG Holter is helpful in diagnosis, follow-up, prognosis of mitral stenosis. It is also valuable in detecting complications of mitral stenosis, aiding in treatment and improving patient's quality of life.","Kết luận: Holter nhịp tim 24 giờ đã giúp ích trong chẩn đoán, theo dõi, tiên lượng bệnh nhân hẹp van hai lá đồng thời nó cũng rất giá trị trong việc phát hiện các biến chứng của hẹp van hai lá gây ra, giúp điều trị kịp thời và cải thiện chất lượng sống cho bệnh nhân."
Cardiac arrhythmia is a common complication of this disease.,Rối loạn nhịp tim là biến chứng thường gặp của hẹp van hai lá.
Determine the rate of cardiac arrhythmias and their classification in mitral valve disease throughout ECG Holter.,Xác định tỷ lệ và phân loại rối loạn nhịp tim trong bệnh hẹp van 2 lá bằng Holter điện tim 24 giờ.
Find out the correlation between cardiac arrhythmia and mitral stenosis severity.,Tìm hiểu sự liên quan giữa rối loạn nhịp tim với mức độ hẹp van 2 lá.
"Materials and methods: 45 patients (the youngest was 22, the oldest was 73 and average age: 43.84 ± 12.97) were diagnosed with affirmation mitral stenosis based on clinical features, X-ray, and echocardiography. ECG Holter then was recorded and analyzed in the terms of the rate and classification of cardiac arrhythmias.","Đối tượng và phương pháp nghiên cứu: Gồm 45 bệnh nhân (tuổi thấp nhất 22, cao nhất 73, tuổi trung bình chung: 43,84 ± 12,97) được chẩn đoán xác định bệnh hẹp van hai lá dựa trên lâm sàng, điện tim, X quang và siêu âm tim sau đó được ghi Holter điện tim 24 giờ và phân tích kết quả."
The effectiveness of electrohydraulic lithotripsy in the management of re-operatived biliary lithiasis.,Hiệu quả tán sỏi điện thuỷ lực trong điều trị sỏi mật mổ lại.
Objective: To evaluate the effectiveness of electrohydraulic lithotripsy in the treatment of re-perated biliary lithiasis.,Mục tiêu: Đánh giá hiệu quả tán sỏi điện thuỷ lực trong và sau mổ qua đường hầm Kehr điều trị sỏi mật mổ lạị.
"Jaundice 42.86%, hepatomegaly 19.44%, fever 66.6%, white blood cell uper 10.000 / ml 61.12%, hyperbilirubinemia 88.89%, hight transaminase level 47, 28%.","Số lượng bạch cầu trên 10.000 / ml chiếm tỷ lệ 61,12%, Bilirubin tăng 96/108 (88,89%), 51 bệnh nhân có men gan tăng chiếm tỉ lệ 47,28%."
"Intraoperative complications 19.44%, common post-operative complications 26.8% and not operative mortality.","Tai biến trong mổ 21/108 (19,44%), biến chứng chung sau mổ 29/108 (26,8%) và không có tử vong."
Conclusion: Electrohydraulic lithotripsy in the the treatment of re-perated biliary lithiasis is highly effective and safe with less complication.,"Kết luận: Phương pháp tán sỏi điện thuỷ lực có hiệu quả cao trong điều trị sỏi mật mổ lại với kỹ thuật đơn giản, an toàn đặc biệt đối với sỏi đường mật trong gan."
"Staging of hepatic fibrosis is crucial for prognosis, surveillance and treatment decision in patients with chronic liver diseases in clinical practice.","Xác định giai đoạn xơ hoá gan rất quan trọng trong tiên lượng, tầm soát và chỉ định điều trị ở bệnh nhân có bệnh gan mạn trong thực hành lâm sàng."
The methods of noninvasive assessment of liver fibrosis were divided into two main groups: serum biomarkers and techniques measuring liver stiffness.,Các phương pháp đánh giá xơ hoá gan không xâm nhập thường bao gồm hai nhóm chính: các chỉ điểm sinh học và những kỹ thuật đo độ cứng của gan.
Some studies suggest that the effectiveness of noninvasive methods for assessing liver fibrosis may increase when they are combined.,Một số nghiên cứu đã cho thấy khi kết hợp các phương pháp này với nhau đã làm tăng độ chính xác trong đánh giá xơ hoá gan và làm giảm nhu cầu phải sinh thiết gan.
"Key words: hepatic fibrosis, liver stiffness, chronic liver disease","Từ khoá: xơ hoá gan, độ cứng của gan, bệnh gan mạn"
The role of the gut microbiome in human health.,Vai trò của hệ vi sinh vật đường ruột đối với sức khoẻ con người.
"All of them, some of the most noticeable diseases are Clostridium difﬁcile infection, inflammatory bowel disease, celiac disease and obesity.","Một số bệnh đáng chú ý nhất là nhiễm trùng Clostridium difﬁcile, bệnh viêm đường ruột, bệnh celiac và bệnh béo phì."
"Key words: gut microbiome, dysbiosis, Clostridium difﬁcile infection, inﬂammatory bowel, celiac disease, obesity.","Từ khoá: Hệ vi sinh vật đường ruột, rối loạn khuẩn chí đường ruột, nhiễm trùng Clostridium difﬁcile, viêm đường ruột, celiac, béo phì"
Clinical features and coagulation abnormalities in children with sepsis at danang hospital for women and children.,Nghiên cứu đặc điểm lâm sàng và một số rối loạn đông máu ở bệnh nhi nhiễm khuẩn huyết tại bệnh viện phụ sản-nhi đà nẵng.
"Objective: To determine the relationship between coagulation abnormalities and main clinical features, and hematologic tests.","Mục tiêu: Xác định mối liên quan giữa rối loạn đông máu với một số triệu chứng lâm sàng, cận lâm sàng chính của nhiễm khuẩn huyết."
"Conclusion: Children with sepsis, especially septic shock were at high risk of coagulation dysfunction and coagulation abnormalities showed the correlation with hemorrhage and the mortality of sepsis.","Kết luận: Trẻ bị nhiễm khuẩn huyết, đặc biệt sốc nhiễm khuẩn, có nguy cơ rối loạn đông máu cao và biến đổi một số xét nghiệm đông máu có liên quan với tình trạng xuất huyết và tỷ lệ tử vong của bệnh."
"Key words: coagulation abnormalities, sepsis, children","Từ khoá: rối loạn đông máu, nhiễm khuẩn huyết, trẻ em"
Results: The frequency of internal hemorrhage in septic shock children was significantly higher than in children with sepsis (p < 0.001).,"Kết quả: Tỷ lệ xuất huyết nội tạng ở nhóm sốc nhiễm khuẩn cao hơn có ý nghĩa so với nhóm nhiễm khuẩn huyết (p < 0,001)."
"The rate of thrombocytopenia was 30.8%, in which 10.8% of the children had severe thrombocytopenia (<50 x 109 / l).","Số lượng tiểu cầu giảm chiếm 30,8% trường hợp, 10,8% trường hợp có số lượng tiểu cầu giảm nặng (< 50 x 109 / l)."
"Hypofibrinogenemia was observed in 30.8% of the patients, in which severe hypofibrinogenemia (≤ 1 g / l) was observed in 16.9% of the children.","Nồng độ fibrinogen giảm chiếm 30,8%, đặc biệt có 16,9% trường hợp có nồng độ fibrinogen giảm nặng (≤ 1 g / l)."
"The frequency of reduced prothrombin ratio was 40%, in which 23.1% of the patients had prothrombin ratio < 50%.","Tỷ prothrombin giảm chiếm 40%, trong đó có 23,1% trường hợp tỷ prothrombin < 50%."
"Positive D-dimer and DIC were observed in 53.8% and 20% of the patients, respectively.","Có 53,8% trường hợp D-dimer dương tính và DIC xảy ra ở 20% trường hợp."
Hemostatic changes showed the significant relationship with hemorrhage and the mortality of sepsis.,Có mối liên quan có ý nghĩa thống kê giữa biến đổi một số xét nghiệm đông máu với tình trạng xuất huyết và tỷ lệ tử vong của nhiễm khuẩn huyết.
"Generic drugs have an important role in ensuring the efficacy, safety, and especially the economic aspect of drug use.","Thuốc generic có vai trò quan trọng góp phần đảm bảo tính hiệu quả, an toàn và đặc biệt là tính kinh tế trong sử dụng thuốc."
"A generic drug is a pharmaceutical product, usually intended to be interchangeable with an innovator product manufactured without a licence from the innovator company and marketed after the expiry date of the patent or other exclusive rights.",Đó là những thuốc thành phẩm được sản xuất không có giấy phép nhượng quyền của công ty có thuốc phát minh và được đưa ra thị trường nhằm thay thế một thuốc phát minh sau khi bằng sáng chế hoặc các độc quyền đã hết hạn.
"At present, unlikely FDA's regulations, Vietnam's law does not require all generic drugs launching in the market to prove the bioequivalence, the same efficient and safe as innovator drugs.","Hiện tại ở Việt Nam vẫn chưa bắt buộc tất cả các thuốc generic lưu hành trên thị trường đều phải chứng minh được về tính hiệu quả, an toàn và đặc biệt là tính tương đương sinh học so với thuốc phát minh như theo quy định của cục an toàn thực phẩm và dược phẩm Hoa Kỳ (Food and Drug Administration - FDA)."
"Because of the rapid growth of the domestic pharmaceutical market, the standard and quality of generic drugs compared with innovator drugs have to be consolidated and proved through trials of bioequivalence, then building the faith of professionals and patients in using generic drugs.","Do sự tăng trưởng nhanh chóng của thị trường dược phẩm trong nước, tiêu chuẩn của các thuốc generic cần phải được nâng cao và phải chứng minh được chất lượng của nó so với thuốc phát minh thông qua các thử nghiệm về tương đương sinh học nhằm tạo dựng niềm tin cho cán bộ y tế và nhân dân trong sử dụng thuốc."
Thus the expansion of number and improving quality of the bioequivalence assessment centers become an important task of Vietnam pharmaceutical industry in the context of integration with the global pharmaceutical industry.,Đồng thời việc mở rộng số lượng và nâng cao chất lượng của các trung tâm trong đánh giá tương đương sinh học trở thành một trong những nhiệm vụ quan trọng của ngành dược Việt Nam trong bối cảnh hội nhập với ngành dược thế giới.
"Key words: generic drugs, innovator drugs, patent, bioequivalence, treatment.","Từ khoá: Thuốc generic, thuốc phát minh, tương đương sinh học, điều trị."
Diastematomyelia is a rare congenital malformation anomaly that results in the splitting of the spinal cord in a longitudinal direction.,Bệnh phân tách tuỷ rễ là một dị tật bẩm sinh hiếm mà kết quả là việc chia dọc của tuỷ sống.
"It is caused by the presence of the septum of bone, the cartilage or the fibers in spinal canal.","Nguyên nhân là do sự hiện diện của vách xương, sụn hoặc bản xơ trong ống sống."
In the case of complete separation that isn't consolidated until the terminal filum and that is called the duplicated spinal cord.,Khi sự phân tách hoàn toàn không được hợp nhất cho đến dây tận thì được gọi là tuỷ sống nhân đôi.
"Key words: Diastematomyelia, splitting, congenital malformation, duplicated spinal cord.","Từ khoá: Tách đôi, phân tách tuỷ rễ, dị dạng bẩm sinh, tuỷ sống nhân đôi"
Power doppler ultrasound featuresof wrist joints in rheumatoid arthritis.,Nghiên cứu đặc điểm siêu âm doppler năng lượng khớp cổ tay bệnh nhân viêm khớp dạng thấp.
"Key words: rheumatoid arthritis, power Doppler ultrasound","Từ khoá: viêm khớp dạng thấp, khớp cổ tay, chỉ số CDAi, SDAi, DAS 28 - CRP, siêu âm mode 2D"
"All patients were physical examination, laboratory investigations, assessment disease activity score in 28 joints using CRP (DAS28-CRP), clinical disease activity index (CDAI), simplified disease activity index (SDAI).","Các bệnh nhân được thăm khám lâm sàng, làm xét nghiệm máu, đánh giá mức độ hoạt động bệnh với các chỉ số CDAI, SDAI, DAS 28 - CRP và siêu âm mode 2D và siêu âm Doppler năng lượng khớp cổ tay."
"Power Doppler was graded using a validated semiquantitative scroring system, which consists of scale of 0 - 3.",Mức độ tăng sinh mạch trên siêu âm Doppler năng lượng đánh giá theo thang điểm bán định lượng (0 – 3 độ).
Result: Twenty-seven wrist joints (45.0%) had synovitis in grey scale ultrasound.,Kết quả: Tỷ lệ phát hiện viêm màng hoạt dịch khớp cổ tay trên siêu âm mode 2D ở nhóm bệnh nhân nghiên cứu là 27/60 khớp chiếm 45%.
"Thirty-seven wrist joints (61.7%) had a power doppler signal, 18.3% had grade 1 (low), 21.7% had grade 2 (moderate) and 21.7% had grade 3 (high).","Tỷ lệ phát hiện tăng sinh mạch khớp cổ tay ở nhóm bệnh nhân này là 37/60 khớp chiếm 61,7%, trong đó tăng sinh mạch độ 1 (tăng sinh nhẹ) chiếm 18,3%, tăng sinh mạch độ 2 (tăng sinh vừa) chiếm 21,7%, tăng sinh mạch độ 3 (tăng sinh mạnh) chiếm 21,7%."
Data about efficacy of anti-HBV treatment in Vietnamese cirrhotic patients was still very limited.,"Ở nước ta xơ gan do viêm gan B còn phổ biến nhưng chưa có nhiều nghiên cứu hiệu quả điều trị trên bệnh nhân xơ gan do virus viêm gan B, nhất là ở giai đoạn xơ gan còn bù."
"Patients and methods: 48 patients of HBV-related compensated cirrhosis, diagnosed by Acoustic radiation Forced Imaging (ARFI), were enrolled.","Đối tượng và phương pháp nghiên cứu: 48 bệnh nhân xơ gan còn bù, chẩn đoán bằng đo độ xơ hoá gan bằng kỹ thuật ARFI, được điều trị Tenofovir DF 300 mg / ngày trong 24 tháng."
"Especially, 15 patients (31.2%) have obtained a remarkable improvement of fibrosis from F4 down to F3 or even F2.","Đặc biệt có 15/48 (31,2%) bệnh nhân có sự giảm mức xơ hoá gan từ F4 xuống ≤F 3."
"Conclusion: Our present study shows that Stapled Hemorrhoidectomy is a safe, reduced postoperative pain, shorter hospital stay and a faster return to unrestricted daily activity","Kết luận: Qua công trình nghiên cứu của chúng tôi cho thấy phẫu thuật điều trị bệnh lý trĩ theo phương pháp Longo có tính an toàn cao, ít đau sau mổ, thời gian nằm viện được rút ngắn và sớm trả bệnh nhân về lao động."
